t_s,T_K,X_CH3OCH3,X_O2,X_CH2O,X_CH3OCH2O2,X_OH,X_CO,X_CO2,X_HO2,X_H2O2
4.15950976e-07,1199.9886,6.544144e-02,1.963324e-01,3.441155e-06,2.137703e-08,5.943009e-09,6.901715e-10,3.503991e-10,1.082647e-06,2.116221e-08
4.42120264e-07,1199.9880,6.544118e-02,1.963323e-01,3.704755e-06,2.193085e-08,6.082867e-09,7.647491e-10,3.839176e-10,1.151340e-06,2.395898e-08
4.68289552e-07,1199.9873,6.544092e-02,1.963321e-01,3.972612e-06,2.248551e-08,6.223224e-09,8.427703e-10,4.183271e-10,1.219873e-06,2.692623e-08
4.94458840e-07,1199.9867,6.544065e-02,1.963319e-01,4.244736e-06,2.304100e-08,6.364072e-09,9.243324e-10,4.536296e-10,1.288248e-06,3.006339e-08
5.36194576e-07,1199.9857,6.544021e-02,1.963316e-01,4.687575e-06,2.392860e-08,6.589695e-09,1.061983e-09,5.117838e-10,1.396968e-06,3.541687e-08
5.77930313e-07,1199.9846,6.543976e-02,1.963313e-01,5.141317e-06,2.481820e-08,6.816512e-09,1.209302e-09,5.722217e-10,1.505286e-06,4.119889e-08
6.19666049e-07,1199.9836,6.543930e-02,1.963310e-01,5.605992e-06,2.570971e-08,7.044494e-09,1.366712e-09,6.349511e-10,1.613202e-06,4.740723e-08
6.61401785e-07,1199.9826,6.543883e-02,1.963307e-01,6.081627e-06,2.660306e-08,7.273619e-09,1.534646e-09,6.999796e-10,1.720718e-06,5.403968e-08
7.03137522e-07,1199.9817,6.543835e-02,1.963303e-01,6.568252e-06,2.749818e-08,7.503862e-09,1.713548e-09,7.673146e-10,1.827834e-06,6.109401e-08
7.74489686e-07,1199.9800,6.543751e-02,1.963298e-01,7.425726e-06,2.903236e-08,7.900018e-09,2.046118e-09,8.877950e-10,2.010038e-06,7.412506e-08
8.90171761e-07,1199.9774,6.543609e-02,1.963289e-01,8.884687e-06,3.152932e-08,8.548839e-09,2.662352e-09,1.097591e-09,2.302976e-06,9.783036e-08
1.00585384e-06,1199.9750,6.543460e-02,1.963279e-01,1.042914e-05,3.403688e-08,9.205363e-09,3.383171e-09,1.325406e-09,2.592880e-06,1.246844e-07
1.12153591e-06,1199.9726,6.543302e-02,1.963270e-01,1.205954e-05,3.655357e-08,9.869145e-09,4.219821e-09,1.571385e-09,2.879770e-06,1.546409e-07
1.23721799e-06,1199.9703,6.543137e-02,1.963260e-01,1.377631e-05,3.907784e-08,1.053973e-08,5.184215e-09,1.835664e-09,3.163668e-06,1.876539e-07
1.35290006e-06,1199.9682,6.542965e-02,1.963250e-01,1.557979e-05,4.160817e-08,1.121664e-08,6.288924e-09,2.118376e-09,3.444597e-06,2.236780e-07
1.46858213e-06,1199.9661,6.542784e-02,1.963239e-01,1.747029e-05,4.414305e-08,1.189943e-08,7.547174e-09,2.419648e-09,3.722582e-06,2.626679e-07
1.66114141e-06,1199.9630,6.542467e-02,1.963221e-01,2.081076e-05,4.836845e-08,1.304771e-08,1.001995e-08,2.962616e-09,4.178842e-06,3.340254e-07
1.85370068e-06,1199.9602,6.542129e-02,1.963202e-01,2.439381e-05,5.259521e-08,1.420879e-08,1.302464e-08,3.557869e-09,4.627139e-06,4.132736e-07
2.04625996e-06,1199.9578,6.541770e-02,1.963182e-01,2.821985e-05,5.681638e-08,1.538047e-08,1.663376e-08,4.205896e-09,5.067606e-06,5.002123e-07
2.23881923e-06,1199.9557,6.541389e-02,1.963161e-01,3.228887e-05,6.102509e-08,1.656060e-08,2.092431e-08,4.907148e-09,5.500380e-06,5.946451e-07
2.43137851e-06,1199.9540,6.540987e-02,1.963140e-01,3.660042e-05,6.521468e-08,1.774701e-08,2.597751e-08,5.662040e-09,5.925604e-06,6.963792e-07
2.74266376e-06,1199.9520,6.540293e-02,1.963103e-01,4.408108e-05,7.193050e-08,1.967288e-08,3.597789e-08,6.996787e-09,6.597421e-06,8.758008e-07
3.05394901e-06,1199.9511,6.539545e-02,1.963065e-01,5.218771e-05,7.855337e-08,2.160109e-08,4.857475e-08,8.474163e-09,7.250537e-06,1.073033e-06
3.36523426e-06,1199.9512,6.538744e-02,1.963025e-01,6.091221e-05,8.505920e-08,2.352348e-08,6.416921e-08,1.009545e-08,7.885602e-06,1.287327e-06
3.67651951e-06,1199.9523,6.537891e-02,1.962982e-01,7.024418e-05,9.142618e-08,2.543250e-08,8.318002e-08,1.186179e-08,8.503272e-06,1.517957e-06
3.98780476e-06,1199.9545,6.536986e-02,1.962938e-01,8.017110e-05,9.763502e-08,2.732122e-08,1.060395e-07,1.377422e-08,9.104194e-06,1.764228e-06
4.29909001e-06,1199.9578,6.536032e-02,1.962892e-01,9.067863e-05,1.036691e-07,2.918345e-08,1.331893e-07,1.583370e-08,9.689005e-06,2.025471e-06
4.61037526e-06,1199.9621,6.535030e-02,1.962844e-01,1.017508e-04,1.095145e-07,3.101377e-08,1.650768e-07,1.804117e-08,1.025832e-05,2.301039e-06
4.92166052e-06,1199.9676,6.533981e-02,1.962794e-01,1.133703e-04,1.151602e-07,3.280752e-08,2.021509e-07,2.039754e-08,1.081274e-05,2.590315e-06
5.39464764e-06,1199.9778,6.532302e-02,1.962715e-01,1.320319e-04,1.233379e-07,3.545460e-08,2.694146e-07,2.426513e-08,1.162793e-05,3.054767e-06
5.86763477e-06,1199.9904,6.530525e-02,1.962632e-01,1.518465e-04,1.310171e-07,3.799825e-08,3.512275e-07,2.848228e-08,1.241193e-05,3.547512e-06
6.34062190e-06,1200.0053,6.528656e-02,1.962546e-01,1.727439e-04,1.381916e-07,4.043202e-08,4.490839e-07,3.305303e-08,1.316653e-05,4.066681e-06
6.81360902e-06,1200.0224,6.526701e-02,1.962456e-01,1.946528e-04,1.448660e-07,4.275272e-08,5.644121e-07,3.798197e-08,1.389334e-05,4.610514e-06
7.28659615e-06,1200.0416,6.524667e-02,1.962363e-01,2.175030e-04,1.510533e-07,4.496004e-08,6.985625e-07,4.327430e-08,1.459391e-05,5.177351e-06
7.75958328e-06,1200.0628,6.522559e-02,1.962268e-01,2.412260e-04,1.567734e-07,4.705598e-08,8.528016e-07,4.893593e-08,1.526965e-05,5.765629e-06
8.23257040e-06,1200.0859,6.520383e-02,1.962169e-01,2.657562e-04,1.620511e-07,4.904435e-08,1.028308e-06,5.497337e-08,1.592192e-05,6.373872e-06
8.70555753e-06,1200.1107,6.518143e-02,1.962068e-01,2.910316e-04,1.669144e-07,5.093030e-08,1.226174e-06,6.139376e-08,1.655200e-05,7.000691e-06
9.17854466e-06,1200.1371,6.515845e-02,1.961965e-01,3.169941e-04,1.713935e-07,5.271991e-08,1.447407e-06,6.820478e-08,1.716112e-05,7.644778e-06
9.65153179e-06,1200.1651,6.513493e-02,1.961859e-01,3.435899e-04,1.755191e-07,5.441985e-08,1.692935e-06,7.541456e-08,1.775045e-05,8.304901e-06
1.01245189e-05,1200.1946,6.511091e-02,1.961751e-01,3.707696e-04,1.793219e-07,5.603707e-08,1.963616e-06,8.303161e-08,1.832114e-05,8.979902e-06
1.05975060e-05,1200.2253,6.508642e-02,1.961641e-01,3.984879e-04,1.828317e-07,5.757854e-08,2.260240e-06,9.106477e-08,1.887429e-05,9.668695e-06
1.13417228e-05,1200.2763,6.504704e-02,1.961465e-01,4.430943e-04,1.878290e-07,5.986711e-08,2.781236e-06,1.045687e-07,1.971172e-05,1.077797e-05
1.20859395e-05,1200.3300,6.500670e-02,1.961284e-01,4.887939e-04,1.922731e-07,6.201055e-08,3.370872e-06,1.191612e-07,2.051241e-05,1.191526e-05
1.28301562e-05,1200.3864,6.496550e-02,1.961099e-01,5.354690e-04,1.962537e-07,6.403160e-08,4.031515e-06,1.348783e-07,2.128020e-05,1.307733e-05
1.35743730e-05,1200.4450,6.492352e-02,1.960910e-01,5.830209e-04,1.998491e-07,6.595107e-08,4.765344e-06,1.517562e-07,2.201875e-05,1.426131e-05
1.43185897e-05,1200.5058,6.488083e-02,1.960718e-01,6.313676e-04,2.031247e-07,6.778633e-08,5.574409e-06,1.698308e-07,2.273150e-05,1.546466e-05
1.50628064e-05,1200.5686,6.483748e-02,1.960523e-01,6.804410e-04,2.061364e-07,6.955247e-08,6.460655e-06,1.891373e-07,2.342165e-05,1.668518e-05
1.58070232e-05,1200.6333,6.479351e-02,1.960325e-01,7.301848e-04,2.089307e-07,7.126261e-08,7.425965e-06,2.097107e-07,2.409219e-05,1.792095e-05
1.65512399e-05,1200.6997,6.474896e-02,1.960123e-01,7.805529e-04,2.115461e-07,7.292748e-08,8.472177e-06,2.315851e-07,2.474589e-05,1.917034e-05
1.72954566e-05,1200.7679,6.470385e-02,1.959919e-01,8.315072e-04,2.140140e-07,7.455631e-08,9.601104e-06,2.547943e-07,2.538527e-05,2.043198e-05
1.80396734e-05,1200.8376,6.465822e-02,1.959711e-01,8.830165e-04,2.163598e-07,7.615647e-08,1.081455e-05,2.793718e-07,2.601266e-05,2.170470e-05
1.87838901e-05,1200.9090,6.461208e-02,1.959501e-01,9.350548e-04,2.186048e-07,7.773442e-08,1.211434e-05,3.053505e-07,2.663017e-05,2.298756e-05
1.95281068e-05,1200.9818,6.456544e-02,1.959288e-01,9.876008e-04,2.207660e-07,7.929531e-08,1.350228e-05,3.327634e-07,2.723970e-05,2.427980e-05
2.02723236e-05,1201.0562,6.451832e-02,1.959073e-01,1.040637e-03,2.228578e-07,8.084372e-08,1.498022e-05,3.616434e-07,2.784298e-05,2.558084e-05
2.10165403e-05,1201.1320,6.447073e-02,1.958854e-01,1.094148e-03,2.248913e-07,8.238330e-08,1.655001e-05,3.920234e-07,2.844155e-05,2.689023e-05
2.17607570e-05,1201.2093,6.442267e-02,1.958633e-01,1.148123e-03,2.268764e-07,8.391732e-08,1.821352e-05,4.239365e-07,2.903679e-05,2.820767e-05
2.25049738e-05,1201.2880,6.437416e-02,1.958409e-01,1.202552e-03,2.288205e-07,8.544842e-08,1.997268e-05,4.574158e-07,2.962995e-05,2.953298e-05
2.32491905e-05,1201.3681,6.432520e-02,1.958183e-01,1.257425e-03,2.307306e-07,8.697900e-08,2.182940e-05,4.924952e-07,3.022213e-05,3.086607e-05
2.39934072e-05,1201.4497,6.427579e-02,1.957953e-01,1.312737e-03,2.326114e-07,8.851108e-08,2.378566e-05,5.292085e-07,3.081431e-05,3.220694e-05
2.47376240e-05,1201.5327,6.422593e-02,1.957721e-01,1.368481e-03,2.344685e-07,9.004648e-08,2.584344e-05,5.675902e-07,3.140736e-05,3.355569e-05
2.54818407e-05,1201.6171,6.417563e-02,1.957487e-01,1.424653e-03,2.363044e-07,9.158680e-08,2.800478e-05,6.076752e-07,3.200207e-05,3.491246e-05
2.62260575e-05,1201.7030,6.412489e-02,1.957249e-01,1.481249e-03,2.381235e-07,9.313348e-08,3.027175e-05,6.494990e-07,3.259913e-05,3.627749e-05
2.69702742e-05,1201.7903,6.407370e-02,1.957009e-01,1.538267e-03,2.399283e-07,9.468791e-08,3.264643e-05,6.930979e-07,3.319914e-05,3.765104e-05
2.77144909e-05,1201.8790,6.402208e-02,1.956766e-01,1.595703e-03,2.417212e-07,9.625124e-08,3.513094e-05,7.385088e-07,3.380264e-05,3.903341e-05
2.84587077e-05,1201.9692,6.397001e-02,1.956520e-01,1.653555e-03,2.435037e-07,9.782454e-08,3.772747e-05,7.857689e-07,3.441014e-05,4.042498e-05
2.92029244e-05,1202.0608,6.391750e-02,1.956271e-01,1.711824e-03,2.452789e-07,9.940901e-08,4.043824e-05,8.349163e-07,3.502207e-05,4.182611e-05
2.99471411e-05,1202.1539,6.386455e-02,1.956020e-01,1.770507e-03,2.470470e-07,1.010055e-07,4.326549e-05,8.859898e-07,3.563882e-05,4.323722e-05
3.04934448e-05,1202.2232,6.382539e-02,1.955833e-01,1.813847e-03,2.483422e-07,1.021856e-07,4.541635e-05,9.247302e-07,3.609482e-05,4.427968e-05
